timestamp,angle,distance,altitude,human_detected,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1746411610946,0.0,974.6229973661891,1991.2864852898356,True,0.0,0.2,9.81421159220698,0.0,0.01,0.01
1746411612129,0.0,1054.6682367613628,1996.218051843917,False,0.009983341664682815,0.19900083305560518,9.787711896042305,0.0019866933079506124,0.009800665778412416,0.01
1746411613434,0.0,937.4061928083792,1997.5257717962081,False,0.019866933079506124,0.19601331556824833,9.834311520662094,0.0038941834230865053,0.009210609940028851,0.01
1746411614748,0.0,1000.7341969910025,2006.7996964997292,False,0.029552020666133955,0.19106729782512122,9.813524563679849,0.005646424733950354,0.008253356149096783,0.01
1746411616070,0.0,898.3212587947032,1990.7824887622157,False,0.03894183423086506,0.18421219880057704,9.80689819214062,0.007173560908995228,0.006967067093471654,0.01
1746411617302,0.0,957.0887330079514,1985.6952476488084,True,0.0479425538604203,0.17551651237807456,9.804956763132957,0.008414709848078966,0.005403023058681398,0.01
1746411618534,0.0,1002.7247924784589,2020.1975342822748,False,0.05646424733950354,0.16506712298193568,9.803425011150027,0.009320390859672264,0.0036235775447667363,0.01
1746411619764,0.0,960.0211018642322,2003.6420682347089,False,0.0644217687237691,0.1529684374568977,9.80096075355357,0.009854497299884602,0.00169967142900241,0.01
1746411621087,0.0,930.5043875716533,2002.8712303198974,False,0.07173560908995229,0.1393413418694331,9.81164196071931,0.00999573603041505,-0.0002919952230128882,0.01
1746411622363,0.0,954.6163448728088,2006.9202458218595,False,0.07833269096274834,0.1243219936541329,9.806750835919997,0.009738476308781953,-0.002272020946930871,0.01
1746411623599,0.0,991.3966868363466,2001.4832636225806,True,0.08414709848078966,0.10806046117362796,9.810308019785694,0.009092974268256818,-0.004161468365471424,0.01
1746411624829,0.0,962.7196620362978,1973.494217412931,False,0.08912073600614355,0.09071922428511547,9.814612426323365,0.008084964038195901,-0.005885011172553458,0.01
1746411626141,0.0,925.8187062998954,1991.8413658633074,False,0.09320390859672263,0.07247155089533473,9.817976692950086,0.00675463180551151,-0.007373937155412454,0.01
1746411627392,0.0,1074.3831324356408,1995.7119106676953,False,0.0963558185417193,0.05349976572491747,9.816793342325917,0.005155013718214641,-0.008568887533689474,0.01
1746411628624,0.0,987.0667448817053,2003.0126779882262,False,0.09854497299884601,0.0339934285800482,9.805027798588958,0.0033498815015590507,-0.00942222340668658,0.01
1746411629868,0.0,981.7045171021092,2008.557003833486,True,0.09974949866040544,0.014147440333540581,9.81130138249134,0.001411200080598672,-0.009899924966004454,0.01
1746411631103,0.0,1004.212156554995,2009.1369789030396,False,0.09995736030415052,-0.005839904460257763,9.802248600302637,-0.0005837414342758009,-0.009982947757947532,0.01
1746411632339,0.0,941.9040282663952,2012.8073756845026,False,0.09916648104524686,-0.025768898859104928,9.815941632194397,-0.0025554110202683123,-0.009667981925794612,0.01
1746411633578,0.0,1060.7432289183682,1992.5737561017731,False,0.09738476308781951,-0.04544041893861742,9.80685997227511,-0.0044252044329485245,-0.00896758416334147,0.01
1746411634832,0.0,1053.3155769496502,2018.3401099941273,False,0.09463000876874145,-0.06465791337270067,9.809605529502898,-0.006118578909427189,-0.007909677119144167,0.01
1746411636076,0.0,1023.9955214156975,2002.2343633039463,True,0.09092974268256818,-0.08322936730942848,9.826447758302407,-0.007568024953079283,-0.006536436208636119,0.01
1746411637366,0.0,1000.8946502647403,2006.755966372142,False,0.08632093666488738,-0.1009692209199715,9.79726833474732,-0.00871575772413588,-0.004902608213406995,0.01
1746411638613,0.0,1036.5237761536416,1996.1148040407802,False,0.08084964038195902,-0.11770022345106917,9.799751956948827,-0.009516020738895162,-0.0030733286997841934,0.01
1746411639869,0.0,890.6871116357173,1994.5008099985241,False,0.07457052121767203,-0.1332552042559648,9.809490662688933,-0.009936910036334644,-0.0011215252693505488,0.01
1746411641121,0.0,1042.1686182102967,1982.7706470856158,False,0.0675463180551151,-0.1474787431082491,9.790400964129443,-0.009961646088358407,0.000874989834394464,0.01
1746411642376,0.0,1024.7716820865048,2022.7764793781892,True,0.059847214410395644,-0.16022872310938674,9.802044640936336,-0.009589242746631385,0.002836621854632263,0.01
1746411644186,0.0,963.8426758962931,2002.55320386489,False,0.05155013718214642,-0.17137775067378946,9.811794452507645,-0.008834546557201532,0.004685166713003771,0.01
1746411645456,0.0,1035.5064562972211,2011.3523317735537,False,0.04273798802338298,-0.18081442840341225,9.797776931240845,-0.007727644875559872,0.0063469287594263455,0.01
1746411647265,0.0,1062.2235706449283,1987.938154274462,False,0.03349881501559051,-0.1884444681337316,9.805676260355439,-0.006312666378723217,0.007755658785102496,0.01
1746411648519,0.0,1087.1390198546565,2000.1403241781102,False,0.023924932921398242,-0.19419163302991813,9.813181753203393,-0.004646021794137574,0.00885519516941319,0.01
